label,mode,kernel_regex,W_SM_KiB,blocks_per_SM,active_SM,ITER,reuse_factor,load_repeat,store_repeat,status,shared_accesses,shared_bytes,shared_bytes_source,shared_bank_conflicts,shared_inst,legacy_shared_read_accesses,legacy_shared_write_accesses,l1_hit_rate_pct,l2_hit_rate_pct,l1_accesses,l1_access_unit,l1_read_accesses,l1_write_accesses,l2_accesses,l2_access_unit,l2_read_accesses,l2_write_accesses,dram_accesses,dram_access_unit,dram_read_accesses,dram_write_accesses,shared_read_accesses,shared_write_accesses,l1_bytes,l2_bytes,dram_bytes,tensor_hmma_inst,spill_local_read_inst,spill_local_write_inst,stall_long_scoreboard_pct,stall_short_scoreboard_pct,stall_wait_pct,stall_not_selected_pct,missing_metrics,optional_missing_metrics,validation_notes,source_files,component_candidate,acceptance,acceptance_reason,expected_shared_bytes,shared_bytes_to_expected,l2_to_l1_bytes,dram_to_l2_bytes,tensor_l2_bytes_per_hmma,tensor_dram_bytes_per_hmma,register_l2_bytes_per_op,register_dram_bytes_per_op
clocked_empty_W64_B16,clocked_empty,clocked_empty_kernel,64,16,82,1000000,1,1,1,ok,0,0,sass,0,0,0,0,21.0366,46.7131,0,sectors,0,,938141,sectors,938141,,3.01965e+06,sectors,3.01965e+06,,0,0,0,1.98628e+08,1.50755e+08,0,,,0.003149,0.000585,378.947,33.8267,,spill_local_read_inst;spill_local_write_inst,,results/ncu/rtx3090_strict_scope_fresh_ncu_20260708/clocked_empty_W64_B16_raw_metrics.csv,not_selected,rejected,mode_not_final_component_candidate,,,,0.758982,,,,
dram_cg_load_only_W128_B16_LR4,dram_cg_load_only,global_cg_load_only_kernel,128,16,82,100000,1,4,1,ok,0,0,sass,0,0,0,0,6e-06,1.21093,1.67936e+10,sectors,1.67936e+10,,1.68042e+10,sectors,1.68042e+10,,1.66517e+10,sectors,1.66517e+10,,0,0,5.37395e+11,5.39032e+11,5.33361e+11,0,,,1767,74.1036,235.966,10.743,,spill_local_read_inst;spill_local_write_inst,,results/ncu/rtx3090_strict_scope_fresh_ncu_20260708/dram_cg_load_only_W128_B16_LR4_raw_metrics.csv,dram_sanity_path,accepted,pass,,,1.00305,0.989479,,,,
dram_cg_load_only_W128_B16_LR8,dram_cg_load_only,global_cg_load_only_kernel,128,16,82,100000,1,8,1,ok,0,0,sass,0,0,0,0,3e-06,1.11231,3.35872e+10,sectors,3.35872e+10,,3.36072e+10,sectors,3.36072e+10,,3.33167e+10,sectors,3.33167e+10,,0,0,1.07479e+12,1.07808e+12,1.06708e+12,0,,,1815.73,76.4381,232.27,10.3895,,spill_local_read_inst;spill_local_write_inst,,results/ncu/rtx3090_strict_scope_fresh_ncu_20260708/dram_cg_load_only_W128_B16_LR8_raw_metrics.csv,dram_sanity_path,accepted,pass,,,1.00306,0.989797,,,,
global_l1_load_only_W16_B16_LR4,global_l1_load_only,global_l1_load_only_kernel,16,16,82,100000,1,4,1,ok,0,0,sass,0,0,0,0,99.9995,87.7015,3.35872e+10,sectors,3.35872e+10,,1.03924e+06,sectors,1.03924e+06,,5.21681e+06,sectors,5.21681e+06,,0,0,1.07479e+12,2.62032e+08,2.0898e+08,0,,,17.444,52.75,210.022,80.9246,,spill_local_read_inst;spill_local_write_inst,,results/ncu/rtx3090_strict_scope_fresh_ncu_20260708/global_l1_load_only_W16_B16_LR4_raw_metrics.csv,global_l1_hit_path,accepted,pass,,,0.000243798,0.797536,,,,
global_l1_load_only_W16_B16_LR8,global_l1_load_only,global_l1_load_only_kernel,16,16,82,100000,1,8,1,ok,0,0,sass,0,0,0,0,99.9997,98.7348,6.71744e+10,sectors,6.71744e+10,,1.08704e+06,sectors,1.08704e+06,,9.01166e+06,sectors,9.01166e+06,,0,0,2.14958e+12,4.27661e+08,3.3091e+08,0,,,18.5719,55.2773,211.503,79.9842,,spill_local_read_inst;spill_local_write_inst,,results/ncu/rtx3090_strict_scope_fresh_ncu_20260708/global_l1_load_only_W16_B16_LR8_raw_metrics.csv,global_l1_hit_path,accepted,pass,,,0.000198951,0.773767,,,,
l2_cg_load_only_W64_B16_LR4,l2_cg_load_only,global_cg_load_only_kernel,64,16,82,100000,1,4,1,ok,0,0,sass,0,0,0,0,7e-06,99.9821,1.67936e+10,sectors,1.67936e+10,,1.67936e+10,sectors,1.67936e+10,,7.10788e+06,sectors,7.10788e+06,,0,0,5.37395e+11,5.37674e+11,2.28256e+08,0,,,866.173,52.6321,309.006,15.4607,,spill_local_read_inst;spill_local_write_inst,,results/ncu/rtx3090_strict_scope_fresh_ncu_20260708/l2_cg_load_only_W64_B16_LR4_raw_metrics.csv,l2_hit_path,accepted,pass,,,1.00052,0.000424525,,,,
l2_cg_load_only_W64_B16_LR8,l2_cg_load_only,global_cg_load_only_kernel,64,16,82,100000,1,8,1,ok,0,0,sass,0,0,0,0,3e-06,99.9872,3.35872e+10,sectors,3.35872e+10,,3.35876e+10,sectors,3.35876e+10,,1.45198e+07,sectors,1.45198e+07,,0,0,1.07479e+12,1.07538e+12,4.81177e+08,0,,,943.134,55.4211,306.444,14.0683,,spill_local_read_inst;spill_local_write_inst,,results/ncu/rtx3090_strict_scope_fresh_ncu_20260708/l2_cg_load_only_W64_B16_LR8_raw_metrics.csv,l2_hit_path,accepted,pass,,,1.00055,0.000447448,,,,
reg_mma_W2048_B4_RF16,reg_mma,reg_mma_kernel,2048,4,82,100000,16,1,1,ok,0,0,sass,0,0,0,0,47.0209,32.3909,0,sectors,0,,277180,sectors,277180,,2.0845e+06,sectors,2.0845e+06,,0,0,0,1.18169e+08,7.61514e+07,1.0496e+09,,,0.003003,0.001605,528.91,0,,spill_local_read_inst;spill_local_write_inst,,results/ncu/rtx3090_strict_scope_fresh_ncu_20260708/reg_mma_W2048_B4_RF16_raw_metrics.csv,tensor_increment_candidate,accepted,pass,,,,0.644428,0.112585,0.0725528,,
reg_mma_W2048_B4_RF8,reg_mma,reg_mma_kernel,2048,4,82,100000,8,1,1,ok,0,0,sass,0,0,0,0,46.9861,32.254,0,sectors,0,,137257,sectors,137257,,1.10378e+06,sectors,1.10378e+06,,0,0,0,5.96509e+07,3.86884e+07,5.248e+08,,,0.004581,0.00238,485.707,0,,spill_local_read_inst;spill_local_write_inst,,results/ncu/rtx3090_strict_scope_fresh_ncu_20260708/reg_mma_W2048_B4_RF8_raw_metrics.csv,tensor_increment_candidate,accepted,pass,,,,0.64858,0.113664,0.0737203,,
reg_operand_only_W2048_B4_RF16,reg_operand_only,reg_operand_only_kernel,2048,4,82,100000,16,1,1,ok,0,0,sass,0,0,0,0,25.392,37.6914,0,sectors,0,,412841,sectors,412841,,1.89629e+06,sectors,1.89629e+06,,0,0,0,1.19932e+08,7.378e+07,0,,,0.001792,496.112,107.747,0,,spill_local_read_inst;spill_local_write_inst,,results/ncu/rtx3090_strict_scope_fresh_ncu_20260708/reg_operand_only_W2048_B4_RF16_raw_metrics.csv,register_control_candidate,accepted,pass,,,,0.615182,,,0.228529,0.140587
