profile_name,gpu_id,n_gpu_active,W_SM_KiB,blocks_per_SM,active_SM,reuse_factor,load_repeat,store_repeat,component,coefficient_semantics,external_memory_technology,external_memory_topology,denominator_metric,pair,pairing,pair_energy_basis,ncu_control_acceptance_required,ncu_control_acceptance_exact,numerator_mode,control_mode,numerator_run_id,control_run_id,run_order_distance,pair_start_distance_ms,pair_completion_distance_ms,pair_transition_gap_ms,pair_transition_gap_limit_ms,pair_timing_source,pair_execution_order,numerator_measurement_start_epoch_ms,numerator_measurement_end_epoch_ms,control_measurement_start_epoch_ms,control_measurement_end_epoch_ms,numerator_elapsed_s,control_elapsed_s,elapsed_ratio,numerator_ITER,control_ITER,iter_ratio,numerator_net_E_J,control_net_E_J,control_power_W,control_energy_scaled_J,delta_E_J,delta_signal_fraction,denominator_column,denominator,denominator_scale,denominator_source,ncu_denominator_bytes_representative,numerator_energy_source,control_energy_source,numerator_energy_integration_method,control_energy_integration_method,numerator_measurement_scope,control_measurement_scope,numerator_nvml_total_energy_supported,control_nvml_total_energy_supported,numerator_power_semantics,control_power_semantics,numerator_power_sample_period_ms,control_power_sample_period_ms,numerator_power_state_status,control_power_state_status,numerator_power_state_reasons,control_power_state_reasons,coefficient,coefficient_unit,coefficient_pJ_per_bit,valid_component_estimate,diagnostic,source_file
rtx3090,0,1,256,8,82,1,4,1,external_memory_read_path,effective_gpu_device_external_read_path_not_pure_memory_device_energy,GDDR6X,off_package_board,NCU dram__bytes_read.sum,dram_cg_load_only_minus_global_addr_only,nearest-control,matched_iters_net_energy,True,True,dram_cg_load_only,global_addr_only,dram_cg_load_only_1784034132723_r0,global_addr_only_1784034111262_r0,21461,21461.0,21461.0,10314.0,30000.0,exact_epoch_interval,control_then_treatment,1784034121572.0,1784034132716.0,1784034106684.0,1784034111258.0,11.144430279,4.573644125,2.4366631890057686,3252463,3252463,1.0,2674.55818306,982.200621119,214.75230566151666,982.200621119,1692.3575619409999,0.6327615426951563,expected_dram_bytes,8731139349610.0,0.9990673530392531,ncu_actual_exact,268447000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,193.83009412358004,pJ/byte,24.228761765447505,True,,results/raw/rtx3090_component_finalplan_20260714_dram.csv
rtx3090,0,1,256,8,82,1,4,1,external_memory_read_path,effective_gpu_device_external_read_path_not_pure_memory_device_energy,GDDR6X,off_package_board,NCU dram__bytes_read.sum,dram_cg_load_only_minus_global_addr_only,nearest-control,matched_iters_net_energy,True,True,dram_cg_load_only,global_addr_only,dram_cg_load_only_1784034692595_r0,global_addr_only_1784034705241_r0,12646,12646.0,12646.0,10335.0,30000.0,exact_epoch_interval,treatment_then_control,1784034681483.0,1784034692590.0,1784034702925.0,1784034707576.0,11.107061242,4.651108621,2.3880459793716784,3252463,3252463,1.0,2658.56361734,933.881903007,200.78694760867853,933.881903007,1724.681714333,0.648726892628815,expected_dram_bytes,8731139349610.0,0.9990673530392531,ncu_actual_exact,268447000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,197.53226300414477,pJ/byte,24.691532875518096,True,,results/raw/rtx3090_component_finalplan_20260714_dram.csv
rtx3090,0,1,256,8,82,1,4,1,external_memory_read_path,effective_gpu_device_external_read_path_not_pure_memory_device_energy,GDDR6X,off_package_board,NCU dram__bytes_read.sum,dram_cg_load_only_minus_global_addr_only,nearest-control,matched_iters_net_energy,True,True,dram_cg_load_only,global_addr_only,dram_cg_load_only_1784034975366_r0,global_addr_only_1784034956256_r0,19110,19110.0,19110.0,10351.0,30000.0,exact_epoch_interval,control_then_treatment,1784034966598.0,1784034977709.0,1784034951587.0,1784034956247.0,11.110735276,4.660365346,2.384091042462232,3252463,3252463,1.0,2649.36049014,954.319506607,204.77353935911788,954.319506607,1695.040983533,0.6397925045841644,expected_dram_bytes,8731139349610.0,0.9990673530392531,ncu_actual_exact,268447000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,194.13743334754056,pJ/byte,24.26717916844257,True,,results/raw/rtx3090_component_finalplan_20260714_dram.csv
rtx3090,0,1,256,8,82,1,4,1,external_memory_read_path,effective_gpu_device_external_read_path_not_pure_memory_device_energy,GDDR6X,off_package_board,NCU dram__bytes_read.sum,dram_cg_load_only_minus_global_addr_only,nearest-control,matched_iters_net_energy,True,True,dram_cg_load_only,global_addr_only,dram_cg_load_only_1784035232903_r0,global_addr_only_1784035247728_r0,14825,14825.0,14825.0,10296.0,30000.0,exact_epoch_interval,treatment_then_control,1784035221727.0,1784035232893.0,1784035243189.0,1784035247723.0,11.165555944,4.533605116,2.462842629278522,3252463,3252463,1.0,2672.81366682,954.079159798,210.44602151847403,954.079159798,1718.734507022,0.6430431452660436,expected_dram_bytes,8731139349610.0,0.9990673530392531,ncu_actual_exact,268447000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,196.85111394983886,pJ/byte,24.606389243729858,True,,results/raw/rtx3090_component_finalplan_20260714_dram.csv
rtx3090,0,1,256,8,82,1,4,1,external_memory_read_path,effective_gpu_device_external_read_path_not_pure_memory_device_energy,GDDR6X,off_package_board,NCU dram__bytes_read.sum,dram_cg_load_only_minus_global_addr_only,nearest-control,matched_iters_net_energy,True,True,dram_cg_load_only,global_addr_only,dram_cg_load_only_1784035518046_r0,global_addr_only_1784035496605_r0,21441,21441.0,21441.0,10313.0,30000.0,exact_epoch_interval,control_then_treatment,1784035506913.0,1784035518041.0,1784035492059.0,1784035496600.0,11.12842878,4.54091169,2.450703633921584,3252463,3252463,1.0,2721.46649845,977.008174209,215.15683213143484,977.008174209,1744.458324241,0.6409993748718013,expected_dram_bytes,8731139349610.0,0.9990673530392531,ncu_actual_exact,268447000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,199.79732935071308,pJ/byte,24.974666168839136,True,,results/raw/rtx3090_component_finalplan_20260714_dram.csv
rtx3090,0,1,256,8,82,1,8,1,external_memory_read_path,effective_gpu_device_external_read_path_not_pure_memory_device_energy,GDDR6X,off_package_board,NCU dram__bytes_read.sum,dram_cg_load_only_minus_global_addr_only,nearest-control,matched_iters_net_energy,True,True,dram_cg_load_only,global_addr_only,dram_cg_load_only_1784034151906_r0,global_addr_only_1784034164414_r0,12508,12508.0,12508.0,10293.0,30000.0,exact_epoch_interval,treatment_then_control,1784034140618.0,1784034151901.0,1784034162194.0,1784034166740.0,11.283087442,4.546459458,2.4817305743585054,1633700,1633700,1.0,2657.79718431,926.020412754,203.67946119580242,926.020412754,1731.7767715559999,0.6515834924422921,expected_dram_bytes,8770600135000.0,0.9989947807498094,ncu_actual_exact,536855000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,197.45248271496985,pJ/byte,24.68156033937123,True,,results/raw/rtx3090_component_finalplan_20260714_dram.csv
rtx3090,0,1,256,8,82,1,8,1,external_memory_read_path,effective_gpu_device_external_read_path_not_pure_memory_device_energy,GDDR6X,off_package_board,NCU dram__bytes_read.sum,dram_cg_load_only_minus_global_addr_only,nearest-control,matched_iters_net_energy,True,True,dram_cg_load_only,global_addr_only,dram_cg_load_only_1784034434674_r0,global_addr_only_1784034415482_r0,19192,19192.0,19192.0,10309.0,30000.0,exact_epoch_interval,control_then_treatment,1784034425786.0,1784034436897.0,1784034411035.0,1784034415477.0,11.110560061,4.441806253,2.5013608041764352,1633700,1633700,1.0,2697.28137699,948.217449598,213.47564382340474,948.217449598,1749.0639273919999,0.6484543816277142,expected_dram_bytes,8770600135000.0,0.9989947807498094,ncu_actual_exact,536855000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,199.42351725877649,pJ/byte,24.92793965734706,True,,results/raw/rtx3090_component_finalplan_20260714_dram.csv
rtx3090,0,1,256,8,82,1,8,1,external_memory_read_path,effective_gpu_device_external_read_path_not_pure_memory_device_energy,GDDR6X,off_package_board,NCU dram__bytes_read.sum,dram_cg_load_only_minus_global_addr_only,nearest-control,matched_iters_net_energy,True,True,dram_cg_load_only,global_addr_only,dram_cg_load_only_1784034996950_r0,global_addr_only_1784035009471_r0,12521,12521.0,12521.0,8040.0,30000.0,exact_epoch_interval,treatment_then_control,1784034985710.0,1784034996945.0,1784035004985.0,1784035009464.0,11.234635408,4.479320015,2.508111805001278,1633700,1633700,1.0,2638.11166548,925.853840221,206.69517630367386,925.853840221,1712.2578252589997,0.6490467585826991,expected_dram_bytes,8770600135000.0,0.9989947807498094,ncu_actual_exact,536855000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,195.22698548598234,pJ/byte,24.403373185747792,True,,results/raw/rtx3090_component_finalplan_20260714_dram.csv
rtx3090,0,1,256,8,82,1,8,1,external_memory_read_path,effective_gpu_device_external_read_path_not_pure_memory_device_energy,GDDR6X,off_package_board,NCU dram__bytes_read.sum,dram_cg_load_only_minus_global_addr_only,nearest-control,matched_iters_net_energy,True,True,dram_cg_load_only,global_addr_only,dram_cg_load_only_1784035279302_r0,global_addr_only_1784035260083_r0,19219,19219.0,19219.0,10310.0,30000.0,exact_epoch_interval,control_then_treatment,1784035270386.0,1784035281676.0,1784035255645.0,1784035260076.0,11.290140364,4.431238216,2.547852273713105,1633700,1633700,1.0,2700.83346153,922.815687185,208.2523308841675,922.815687185,1778.017774345,0.6583218845851263,expected_dram_bytes,8770600135000.0,0.9989947807498094,ncu_actual_exact,536855000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,202.72475622844024,pJ/byte,25.34059452855503,True,,results/raw/rtx3090_component_finalplan_20260714_dram.csv
rtx3090,0,1,256,8,82,1,8,1,external_memory_read_path,effective_gpu_device_external_read_path_not_pure_memory_device_energy,GDDR6X,off_package_board,NCU dram__bytes_read.sum,dram_cg_load_only_minus_global_addr_only,nearest-control,matched_iters_net_energy,True,True,dram_cg_load_only,global_addr_only,dram_cg_load_only_1784035537328_r0,global_addr_only_1784035549772_r0,12444,12444.0,12444.0,10363.0,30000.0,exact_epoch_interval,treatment_then_control,1784035526038.0,1784035537321.0,1784035547684.0,1784035552211.0,11.283122458,4.526970253,2.492422487318694,1633700,1633700,1.0,2691.26203057,940.779541143,207.816594447368,940.779541143,1750.4824894270002,0.6504318306962678,expected_dram_bytes,8770600135000.0,0.9989947807498094,ncu_actual_exact,536855000000.0,nvml_total_energy,nvml_total_energy,total_energy_mj_delta,total_energy_mj_delta,gpu_device_total_energy_counter,gpu_device_total_energy_counter,true,true,one_sec_average,one_sec_average,0,0,ok,ok,,,199.5852578481507,pJ/byte,24.948157231018836,True,,results/raw/rtx3090_component_finalplan_20260714_dram.csv
