phase,cycle,sequence_index,role,mode,factor_name,factor_value,target_profile,W_SM_KiB,blocks_per_SM,active_SM,reuse_factor,load_repeat,store_repeat,seconds,iters,command
measure,2,9,control_after,clocked_empty,load_repeat,4,rtx3090,16,16,82,1,4,1,30.0,0,./build/a100_fp16_energy_v2 --gpu-list 0 --mode clocked_empty --w-sm-kib 16 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 30.0 --repeats 1 --reuse-factor 1 --load-repeat 4 --store-repeat 1 --output results/raw/rtx3090_strict_scope_l1_lr4_focus_20260708.csv --verify-smid 1
measure,3,10,control_before,clocked_empty,load_repeat,4,rtx3090,16,16,82,1,4,1,30.0,0,./build/a100_fp16_energy_v2 --gpu-list 0 --mode clocked_empty --w-sm-kib 16 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 30.0 --repeats 1 --reuse-factor 1 --load-repeat 4 --store-repeat 1 --output results/raw/rtx3090_strict_scope_l1_lr4_focus_20260708.csv --verify-smid 1
measure,3,11,treatment,global_l1_load_only,load_repeat,4,rtx3090,16,16,82,1,4,1,30.0,0,./build/a100_fp16_energy_v2 --gpu-list 0 --mode global_l1_load_only --w-sm-kib 16 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 30.0 --repeats 1 --reuse-factor 1 --load-repeat 4 --store-repeat 1 --output results/raw/rtx3090_strict_scope_l1_lr4_focus_20260708.csv --verify-smid 1
measure,3,12,control_after,clocked_empty,load_repeat,4,rtx3090,16,16,82,1,4,1,30.0,0,./build/a100_fp16_energy_v2 --gpu-list 0 --mode clocked_empty --w-sm-kib 16 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 30.0 --repeats 1 --reuse-factor 1 --load-repeat 4 --store-repeat 1 --output results/raw/rtx3090_strict_scope_l1_lr4_focus_20260708.csv --verify-smid 1
measure,4,13,control_before,clocked_empty,load_repeat,4,rtx3090,16,16,82,1,4,1,30.0,0,./build/a100_fp16_energy_v2 --gpu-list 0 --mode clocked_empty --w-sm-kib 16 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 30.0 --repeats 1 --reuse-factor 1 --load-repeat 4 --store-repeat 1 --output results/raw/rtx3090_strict_scope_l1_lr4_focus_20260708.csv --verify-smid 1
measure,4,14,treatment,global_l1_load_only,load_repeat,4,rtx3090,16,16,82,1,4,1,30.0,0,./build/a100_fp16_energy_v2 --gpu-list 0 --mode global_l1_load_only --w-sm-kib 16 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 30.0 --repeats 1 --reuse-factor 1 --load-repeat 4 --store-repeat 1 --output results/raw/rtx3090_strict_scope_l1_lr4_focus_20260708.csv --verify-smid 1
measure,4,15,control_after,clocked_empty,load_repeat,4,rtx3090,16,16,82,1,4,1,30.0,0,./build/a100_fp16_energy_v2 --gpu-list 0 --mode clocked_empty --w-sm-kib 16 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 30.0 --repeats 1 --reuse-factor 1 --load-repeat 4 --store-repeat 1 --output results/raw/rtx3090_strict_scope_l1_lr4_focus_20260708.csv --verify-smid 1
measure,5,16,control_before,clocked_empty,load_repeat,4,rtx3090,16,16,82,1,4,1,30.0,0,./build/a100_fp16_energy_v2 --gpu-list 0 --mode clocked_empty --w-sm-kib 16 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 30.0 --repeats 1 --reuse-factor 1 --load-repeat 4 --store-repeat 1 --output results/raw/rtx3090_strict_scope_l1_lr4_focus_20260708.csv --verify-smid 1
measure,5,17,treatment,global_l1_load_only,load_repeat,4,rtx3090,16,16,82,1,4,1,30.0,0,./build/a100_fp16_energy_v2 --gpu-list 0 --mode global_l1_load_only --w-sm-kib 16 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 30.0 --repeats 1 --reuse-factor 1 --load-repeat 4 --store-repeat 1 --output results/raw/rtx3090_strict_scope_l1_lr4_focus_20260708.csv --verify-smid 1
measure,5,18,control_after,clocked_empty,load_repeat,4,rtx3090,16,16,82,1,4,1,30.0,0,./build/a100_fp16_energy_v2 --gpu-list 0 --mode clocked_empty --w-sm-kib 16 --blocks-per-sm 16 --target-profile rtx3090 --active-sm 82 --seconds 30.0 --repeats 1 --reuse-factor 1 --load-repeat 4 --store-repeat 1 --output results/raw/rtx3090_strict_scope_l1_lr4_focus_20260708.csv --verify-smid 1
